ID,Y
281,523
282,287
283,114
284,4
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,54
296,190
297,390
298,553
299,505
300,631
301,720
302,569
303,601
304,475
305,249
306,161
307,109
308,8
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,61
320,173
321,279
322,415
323,357
324,512
325,493
326,468
327,419
328,264
329,280
330,155
331,92
332,6
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,70
344,186
345,409
346,411
347,516
348,479
349,699
350,665
351,655
352,349
353,285
354,201
355,107
356,6
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,67
368,176
369,325
370,490
371,596
372,657
373,644
374,468
375,547
376,458
377,401
378,212
379,104
380,7
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,61
392,138
393,188
394,603
395,460
396,467
397,632
398,388
399,684
400,472
401,294
402,191
403,103
404,6
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,68
416,140
417,274
418,425
419,493
420,393
421,414
422,468
423,334
424,336
425,261
426,201
427,94
428,11
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,51
440,210
441,272
442,418
443,517
444,581
445,682
446,609
447,575
448,622
449,394
450,208
451,110
452,5
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,51
464,180
465,220
466,506
467,641
468,677
469,729
470,814
471,705
472,608
473,376
474,179
475,107
476,11
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,67
488,186
489,168
490,484
491,510
492,556
493,627
494,655
495,415
496,331
497,296
498,197
499,98
500,8
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,67
512,158
513,274
514,437
515,373
516,397
517,411
518,362
519,341
520,311
521,252
522,198
523,95
524,8
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,43
536,186
537,290
538,443
539,538
540,578
541,452
542,506
543,378
544,331
545,279
546,174
547,110
548,8
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,43
560,185
561,287
562,408
563,570
564,573
565,727
566,527
567,551
568,477
569,291
570,110
571,96
572,7
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,133
584,196
585,267
586,551
587,798
588,832
589,839
590,708
591,641
592,435
593,307
594,327
595,629
596,36
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,120
608,213
609,258
610,590
611,674
612,744
613,714
614,738
615,587
616,499
617,375
618,334
619,556
620,34
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,147
632,243
633,317
634,329
635,565
636,550
637,594
638,565
639,527
640,488
641,321
642,250
643,190
644,30
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,171
656,358
657,508
658,562
659,680
660,683
661,688
662,671
663,544
664,465
665,364
666,330
667,219
668,20
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,189
680,381
681,510
682,629
683,693
684,603
685,700
686,696
687,624
688,603
689,449
690,315
691,239
692,29
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,64
704,116
705,207
706,371
707,471
708,385
709,458
710,365
711,346
712,310
713,280
714,179
715,103
716,24
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,75
728,103
729,130
730,310
731,417
732,360
733,375
734,345
735,332
736,414
737,215
738,142
739,108
740,23
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,72
752,123
753,158
754,319
755,381
756,334
757,331
758,303
759,314
760,253
761,188
762,167
763,127
764,28
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,72
776,94
777,128
778,347
779,374
780,346
781,367
782,374
783,362
784,349
785,278
786,194
787,150
788,20
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,59
800,104
801,134
802,348
803,469
804,362
805,360
806,356
807,332
808,331
809,194
810,144
811,107
812,29
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,68
824,102
825,133
826,310
827,403
828,368
829,403
830,379
831,359
832,467
833,248
834,188
835,158
836,20
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,48
848,124
849,143
850,379
851,530
852,539
853,445
854,542
855,578
856,478
857,333
858,237
859,205
860,31
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,118
872,271
873,347
874,437
875,543
876,558
877,519
878,464
879,342
880,342
881,323
882,254
883,107
884,9
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,101
896,264
897,298
898,360
899,379
900,390
901,383
902,374
903,346
904,322
905,241
906,292
907,99
908,10
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,100
920,197
921,268
922,356
923,349
924,346
925,325
926,322
927,296
928,306
929,285
930,283
931,89
932,11
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,37
944,104
945,172
946,227
947,277
948,385
949,317
950,322
951,401
952,358
953,254
954,287
955,89
956,12
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,71
968,221
969,266
970,299
971,377
972,374
973,372
974,425
975,348
976,356
977,282
978,325
979,105
980,8
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,108
992,276
993,350
994,405
995,540
996,607
997,576
998,510
999,414
1000,373
1001,274
1002,263
1003,99
1004,10
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,124
1016,275
1017,337
1018,333
1019,401
1020,436
1021,399
1022,392
1023,332
1024,323
1025,285
1026,322
1027,92
1028,18
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,110
1040,260
1041,354
1042,387
1043,542
1044,510
1045,517
1046,528
1047,422
1048,384
1049,359
1050,267
1051,106
1052,7
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,41
1064,142
1065,229
1066,280
1067,305
1068,420
1069,418
1070,346
1071,265
1072,262
1073,214
1074,237
1075,73
1076,9
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,60
1088,152
1089,217
1090,218
1091,211
1092,195
1093,221
1094,229
1095,170
1096,158
1097,179
1098,272
1099,85
1100,12
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,38
1112,106
1113,191
1114,242
1115,279
1116,343
1117,387
1118,386
1119,344
1120,324
1121,277
1122,294
1123,83
1124,15
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,52
1136,127
1137,210
1138,221
1139,196
1140,245
1141,240
1142,230
1143,209
1144,210
1145,206
1146,298
1147,87
1148,12
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,315
1161,510
1162,665
1163,825
1164,741
1165,930
1166,973
1167,892
1168,656
1169,396
1170,182
1171,62
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,297
1185,454
1186,583
1187,652
1188,703
1189,581
1190,639
1191,815
1192,728
1193,377
1194,233
1195,74
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,257
1209,443
1210,624
1211,716
1212,627
1213,704
1214,780
1215,828
1216,668
1217,471
1218,277
1219,95
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,327
1233,480
1234,556
1235,561
1236,582
1237,686
1238,750
1239,721
1240,578
1241,429
1242,242
1243,87
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,213
1257,395
1258,605
1259,664
1260,695
1261,781
1262,869
1263,871
1264,767
1265,541
1266,293
1267,84
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,276
1281,481
1282,632
1283,712
1284,806
1285,925
1286,878
1287,830
1288,691
1289,419
1290,285
1291,95
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,228
1305,388
1306,468
1307,699
1308,782
1309,840
1310,766
1311,656
1312,560
1313,383
1314,204
1315,61
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,258
1329,413
1330,612
1331,750
1332,861
1333,803
1334,886
1335,849
1336,643
1337,494
1338,222
1339,68
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,259
1353,506
1354,670
1355,790
1356,901
1357,800
1358,823
1359,603
1360,532
1361,322
1362,196
1363,76
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,213
1377,371
1378,538
1379,737
1380,809
1381,835
1382,891
1383,880
1384,595
1385,416
1386,250
1387,62
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,274
1401,458
1402,594
1403,649
1404,714
1405,804
1406,876
1407,836
1408,724
1409,528
1410,278
1411,75
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,230
1425,410
1426,595
1427,721
1428,731
1429,802
1430,890
1431,730
1432,619
1433,440
1434,260
1435,70
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,154
1448,267
1449,468
1450,518
1451,643
1452,545
1453,796
1454,645
1455,650
1456,626
1457,369
1458,170
1459,98
1460,12
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,139
1472,296
1473,545
1474,660
1475,803
1476,755
1477,923
1478,925
1479,843
1480,802
1481,765
1482,361
1483,161
1484,15
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,142
1496,368
1497,548
1498,736
1499,784
1500,871
1501,993
1502,918
1503,835
1504,754
1505,648
1506,421
1507,162
1508,10
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,131
1520,284
1521,635
1522,668
1523,789
1524,874
1525,842
1526,909
1527,849
1528,740
1529,466
1530,161
1531,95
1532,11
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,115
1544,227
1545,502
1546,651
1547,737
1548,720
1549,568
1550,498
1551,519
1552,492
1553,312
1554,120
1555,82
1556,18
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,80
1568,235
1569,362
1570,457
1571,556
1572,873
1573,902
1574,864
1575,787
1576,562
1577,520
1578,352
1579,172
1580,18
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,139
1592,323
1593,675
1594,572
1595,700
1596,878
1597,930
1598,875
1599,858
1600,803
1601,495
1602,358
1603,171
1604,16
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,137
1616,336
1617,653
1618,733
1619,769
1620,821
1621,932
1622,907
1623,831
1624,757
1625,642
1626,418
1627,162
1628,16
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,122
1640,338
1641,581
1642,737
1643,720
1644,926
1645,993
1646,920
1647,835
1648,797
1649,647
1650,406
1651,162
1652,15
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,139
1664,333
1665,469
1666,702
1667,782
1668,814
1669,889
1670,939
1671,770
1672,576
1673,394
1674,164
1675,86
1676,12
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,130
1688,361
1689,515
1690,712
1691,786
1692,912
1693,1005
1694,939
1695,871
1696,830
1697,568
1698,379
1699,160
1700,15
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,127
1712,343
1713,544
1714,763
1715,799
1716,844
1717,933
1718,931
1719,847
1720,771
1721,650
1722,442
1723,163
1724,15
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,190
1737,329
1738,594
1739,670
1740,745
1741,797
1742,768
1743,739
1744,666
1745,484
1746,293
1747,48
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,101
1761,266
1762,212
1763,248
1764,254
1765,267
1766,191
1767,228
1768,229
1769,213
1770,164
1771,43
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,104
1785,252
1786,332
1787,310
1788,363
1789,451
1790,508
1791,481
1792,344
1793,568
1794,260
1795,66
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,160
1809,365
1810,595
1811,788
1812,809
1813,875
1814,888
1815,832
1816,683
1817,468
1818,295
1819,44
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,101
1833,140
1834,202
1835,287
1836,274
1837,275
1838,267
1839,302
1840,292
1841,265
1842,252
1843,45
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,141
1857,344
1858,531
1859,643
1860,648
1861,708
1862,754
1863,645
1864,561
1865,439
1866,326
1867,47
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,113
1881,175
1882,258
1883,296
1884,233
1885,258
1886,272
1887,268
1888,262
1889,299
1890,216
1891,26
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,200
1905,441
1906,564
1907,496
1908,647
1909,900
1910,840
1911,798
1912,674
1913,481
1914,328
1915,44
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,124
1929,181
1930,348
1931,306
1932,296
1933,342
1934,292
1935,407
1936,326
1937,332
1938,340
1939,63
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,94
1953,159
1954,209
1955,276
1956,250
1957,281
1958,285
1959,285
1960,274
1961,277
1962,230
1963,49
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,147
1977,323
1978,344
1979,346
1980,385
1981,489
1982,405
1983,391
1984,340
1985,350
1986,298
1987,64
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,174
2001,296
2002,285
2003,397
2004,424
2005,421
2006,442
2007,464
2008,449
2009,393
2010,303
2011,50
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,27
2024,96
2025,206
2026,237
2027,361
2028,321
2029,329
2030,309
2031,303
2032,289
2033,284
2034,182
2035,92
2036,1
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,51
2048,75
2049,219
2050,414
2051,550
2052,504
2053,416
2054,398
2055,420
2056,397
2057,357
2058,112
2059,35
2060,2
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,29
2072,45
2073,287
2074,434
2075,518
2076,403
2077,432
2078,460
2079,479
2080,433
2081,390
2082,202
2083,107
2084,1
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,70
2096,125
2097,323
2098,338
2099,464
2100,474
2101,519
2102,499
2103,487
2104,468
2105,392
2106,209
2107,114
2108,2
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,42
2120,97
2121,360
2122,459
2123,573
2124,468
2125,565
2126,482
2127,565
2128,554
2129,483
2130,154
2131,69
2132,2
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,25
2144,38
2145,139
2146,245
2147,347
2148,354
2149,273
2150,303
2151,373
2152,274
2153,260
2154,112
2155,47
2156,3
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,72
2168,107
2169,175
2170,283
2171,361
2172,368
2173,374
2174,359
2175,324
2176,325
2177,313
2178,226
2179,104
2180,2
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,76
2192,111
2193,388
2194,480
2195,707
2196,817
2197,860
2198,808
2199,780
2200,557
2201,448
2202,127
2203,71
2204,2
2205,2
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,14
2216,39
2217,144
2218,219
2219,183
2220,286
2221,241
2222,269
2223,247
2224,238
2225,238
2226,190
2227,89
2228,2
2229,1
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,86
2240,129
2241,344
2242,442
2243,414
2244,419
2245,418
2246,396
2247,371
2248,344
2249,316
2250,194
2251,93
2252,2
2253,1
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,65
2264,126
2265,396
2266,678
2267,754
2268,893
2269,887
2270,849
2271,763
2272,609
2273,457
2274,214
2275,93
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,63
2288,130
2289,394
2290,516
2291,755
2292,858
2293,858
2294,842
2295,700
2296,597
2297,466
2298,203
2299,89
2300,1
2301,1
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,233
2313,314
2314,421
2315,357
2316,415
2317,602
2318,694
2319,703
2320,514
2321,384
2322,120
2323,25
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,241
2337,442
2338,672
2339,757
2340,741
2341,724
2342,734
2343,734
2344,598
2345,429
2346,197
2347,38
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,242
2361,432
2362,628
2363,699
2364,705
2365,812
2366,849
2367,766
2368,513
2369,382
2370,124
2371,32
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,226
2385,412
2386,675
2387,750
2388,753
2389,779
2390,835
2391,799
2392,493
2393,400
2394,187
2395,39
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,224
2409,404
2410,640
2411,710
2412,724
2413,731
2414,798
2415,764
2416,604
2417,377
2418,151
2419,58
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,233
2433,359
2434,636
2435,763
2436,730
2437,764
2438,782
2439,666
2440,544
2441,313
2442,209
2443,11
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,94
2457,261
2458,243
2459,239
2460,213
2461,189
2462,265
2463,306
2464,304
2465,293
2466,134
2467,27
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,250
2481,411
2482,623
2483,714
2484,738
2485,806
2486,831
2487,805
2488,509
2489,403
2490,181
2491,61
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,242
2505,452
2506,677
2507,795
2508,884
2509,897
2510,843
2511,774
2512,462
2513,285
2514,165
2515,20
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,244
2529,327
2530,708
2531,811
2532,915
2533,921
2534,928
2535,831
2536,514
2537,349
2538,238
2539,59
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,233
2553,457
2554,555
2555,448
2556,515
2557,682
2558,736
2559,714
2560,456
2561,334
2562,156
2563,33
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,227
2577,399
2578,608
2579,851
2580,927
2581,931
2582,935
2583,852
2584,463
2585,386
2586,233
2587,41
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,89
2600,225
2601,317
2602,661
2603,819
2604,872
2605,834
2606,782
2607,627
2608,555
2609,403
2610,311
2611,175
2612,18
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,122
2624,245
2625,361
2626,542
2627,758
2628,840
2629,707
2630,622
2631,564
2632,674
2633,415
2634,302
2635,177
2636,26
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,123
2648,257
2649,326
2650,506
2651,637
2652,853
2653,832
2654,895
2655,765
2656,509
2657,290
2658,202
2659,112
2660,18
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,57
2672,103
2673,124
2674,258
2675,311
2676,361
2677,325
2678,347
2679,264
2680,270
2681,263
2682,190
2683,77
2684,18
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,78
2696,185
2697,140
2698,171
2699,357
2700,290
2701,344
2702,231
2703,265
2704,292
2705,250
2706,154
2707,86
2708,13
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,122
2720,269
2721,378
2722,633
2723,850
2724,851
2725,892
2726,641
2727,781
2728,555
2729,301
2730,244
2731,132
2732,17
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,122
2744,209
2745,200
2746,276
2747,353
2748,314
2749,293
2750,284
2751,278
2752,291
2753,307
2754,239
2755,138
2756,16
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,125
2768,283
2769,425
2770,705
2771,788
2772,899
2773,851
2774,849
2775,694
2776,584
2777,288
2778,165
2779,103
2780,17
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,49
2792,91
2793,126
2794,210
2795,283
2796,225
2797,223
2798,186
2799,226
2800,258
2801,286
2802,220
2803,126
2804,16
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,117
2816,171
2817,162
2818,191
2819,316
2820,293
2821,239
2822,257
2823,280
2824,297
2825,244
2826,201
2827,120
2828,14
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,76
2840,182
2841,188
2842,193
2843,293
2844,258
2845,289
2846,230
2847,317
2848,332
2849,405
2850,252
2851,142
2852,21
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,111
2864,129
2865,134
2866,238
2867,242
2868,318
2869,228
2870,184
2871,329
2872,308
2873,322
2874,270
2875,154
2876,17
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,84
2889,290
2890,509
2891,591
2892,523
2893,503
2894,481
2895,535
2896,596
2897,443
2898,285
2899,41
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,139
2913,368
2914,520
2915,716
2916,663
2917,651
2918,608
2919,605
2920,555
2921,391
2922,244
2923,52
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,27
2937,133
2938,235
2939,366
2940,569
2941,514
2942,437
2943,472
2944,491
2945,444
2946,232
2947,30
2948,3
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,108
2961,307
2962,415
2963,573
2964,629
2965,667
2966,554
2967,458
2968,382
2969,402
2970,240
2971,41
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,89
2985,238
2986,396
2987,686
2988,637
2989,636
2990,551
2991,553
2992,452
2993,380
2994,234
2995,35
2996,0
2997,0
